time,size1,density1,universe1,size2,density2,universe2
0.06961489,38651890,0.04,966297250,20286994,0.04,507174850
0.01733994,30413582,0.1,304135820,23573275,0.1,235732750
0.00138903,30657304,0.5,61314608,7084296,0.5,14168592
0.03592706,27012457,0.01,2701245700,2152910,0.01,215291000
3.815e-05,1410919,0.999,1412331,6200857,0.999,6207064
0.00146198,28028885,0.5,56057770,14208870,0.5,28417740
0.01111412,20435843,0.1,204358430,8478146,0.1,84781460
0.01930213,13851330,0.04,346283250,4385893,0.04,109647325
0.04815006,9396130,0.01,939613000,21591187,0.01,2159118700
0.01307487,25096987,0.1,250969870,3348262,0.1,33482620
0.033571,12297602,0.04,307440050,13087108,0.04,327177700
0.01452398,25884073,0.1,258840730,16045959,0.1,160459590
0.00168514,7697943,0.5,15395886,35805137,0.5,71610274
0.07173014,31098264,0.04,777456600,24480264,0.04,612006600
0.00022483,17407157,0.999,17424581,12957370,0.999,12970340
0.00138903,32421984,0.5,64843968,2011247,0.5,4022494
0.01960707,9514164,0.1,95141640,38365051,0.1,383650510
0.00017881,9314221,0.999,9323544,20812999,0.999,20833832
0.00032187,18674711,0.999,18693404,29134238,0.999,29163401
0.0178349,31124359,0.1,311243590,23394661,0.1,233946610
0.04674578,28258219,0.04,706455475,13110557,0.04,327763925
0.09721804,38224188,0.01,3822418800,9860918,0.01,986091800
0.04035401,7943132,0.04,198578300,30940382,0.04,773509550
0.00011706,17627411,0.999,17645056,5098748,0.999,5103851
0.09818101,19165977,0.01,1916597700,38301432,0.01,3830143200
0.01459408,19731787,0.1,197317870,25970474,0.1,259704740
0.00015402,19793890,0.999,19813703,7405894,0.999,7413307
0.08721185,31439174,0.01,3143917400,19331283,0.01,1933128300
0.05605602,8834785,0.01,883478500,30949841,0.01,3094984100
0.08241606,28988706,0.04,724717650,34287524,0.04,857188100
0.03265285,5780404,0.04,144510100,27726049,0.04,693151225
0.05792308,21292667,0.04,532316675,21427292,0.04,535682300
0.00170398,31234804,0.5,62469608,24212605,0.5,48425210
0.00213003,35086478,0.5,70172956,33664768,0.5,67329536
0.07234597,30028563,0.01,3002856300,14517787,0.01,1451778700
0.01497006,27814759,0.1,278147590,12373294,0.1,123732940
0.09091687,28322608,0.01,2832260800,21335407,0.01,2133540700
0.01477003,14767954,0.1,147679540,27501308,0.1,275013080
