class,time,size1,density1,universe1,size2,density2,universe2
cyroaring,0.0021631717681884766,7668588,0.1,76685880,5544537,0.1,55445370
pyroaring,0.002279043197631836,7668588,0.1,76685880,5544537,0.1,55445370
set,0.5146312713623047,7624247,0.5,15248494,7292600,0.5,14585200
cyroaring,0.00042700767517089844,7624247,0.5,15248494,7292600,0.5,14585200
pyroaring,0.00040602684020996094,7624247,0.5,15248494,7292600,0.5,14585200
pyroaring,6.031990051269531e-05,2732221,0.999,2734955,6647805,0.999,6654459
cyroaring,3.552436828613281e-05,2732221,0.999,2734955,6647805,0.999,6654459
set,0.1950361728668213,2732221,0.999,2734955,6647805,0.999,6654459
set,0.39425230026245117,905370,0.04,22634250,6596009,0.04,164900225
cyroaring,0.012239456176757812,905370,0.04,22634250,6596009,0.04,164900225
pyroaring,0.0039958953857421875,905370,0.04,22634250,6596009,0.04,164900225
set,0.1383378505706787,2329660,0.999,2331991,4828587,0.999,4833420
cyroaring,2.956390380859375e-05,2329660,0.999,2331991,4828587,0.999,4833420
pyroaring,5.53131103515625e-05,2329660,0.999,2331991,4828587,0.999,4833420
set,0.7789962291717529,5472030,0.1,54720300,7375401,0.1,73754010
cyroaring,0.0020766258239746094,5472030,0.1,54720300,7375401,0.1,73754010
pyroaring,0.00222015380859375,5472030,0.1,54720300,7375401,0.1,73754010
cyroaring,0.016626834869384766,5162269,0.01,516226900,1690437,0.01,169043700
pyroaring,0.007008075714111328,5162269,0.01,516226900,1690437,0.01,169043700
set,0.2585294246673584,5162269,0.01,516226900,1690437,0.01,169043700
cyroaring,0.0014624595642089844,6431437,0.1,64314370,948572,0.1,9485720
set,0.20726275444030762,6431437,0.1,64314370,948572,0.1,9485720
pyroaring,0.0014815330505371094,6431437,0.1,64314370,948572,0.1,9485720
cyroaring,0.000431060791015625,4065886,0.5,8131772,9333587,0.5,18667174
set,0.397735595703125,4065886,0.5,8131772,9333587,0.5,18667174
pyroaring,0.00041484832763671875,4065886,0.5,8131772,9333587,0.5,18667174
set,0.20371294021606445,2733719,0.04,68342975,2381739,0.04,59543475
pyroaring,0.0049686431884765625,2733719,0.04,68342975,2381739,0.04,59543475
cyroaring,0.027941465377807617,2733719,0.04,68342975,2381739,0.04,59543475
set,0.32576751708984375,4248212,0.04,106205300,3454789,0.04,86369725
pyroaring,0.007257938385009766,4248212,0.04,106205300,3454789,0.04,86369725
cyroaring,0.0399324893951416,4248212,0.04,106205300,3454789,0.04,86369725
cyroaring,2.288818359375e-05,1359294,0.999,1360654,3451207,0.999,3454661
pyroaring,4.172325134277344e-05,1359294,0.999,1360654,3451207,0.999,3454661
set,0.10200095176696777,1359294,0.999,1360654,3451207,0.999,3454661
cyroaring,0.03675413131713867,5753246,0.01,575324600,4028364,0.01,402836400
set,0.39435410499572754,5753246,0.01,575324600,4028364,0.01,402836400
pyroaring,0.012436151504516602,5753246,0.01,575324600,4028364,0.01,402836400
pyroaring,9.369850158691406e-05,5544236,0.999,5549785,5818959,0.999,5824783
set,0.2713894844055176,5544236,0.999,5549785,5818959,0.999,5824783
cyroaring,4.4345855712890625e-05,5544236,0.999,5549785,5818959,0.999,5824783
cyroaring,0.03224062919616699,8538947,0.01,853894700,3086361,0.01,308636100
set,0.5333995819091797,8538947,0.01,853894700,3086361,0.01,308636100
pyroaring,0.012347221374511719,8538947,0.01,853894700,3086361,0.01,308636100
pyroaring,0.018643856048583984,5882690,0.01,588269000,5289800,0.01,528980000
cyroaring,0.04925870895385742,5882690,0.01,588269000,5289800,0.01,528980000
set,0.49219822883605957,5882690,0.01,588269000,5289800,0.01,528980000
cyroaring,0.0004448890686035156,6094355,0.5,12188710,8657536,0.5,17315072
pyroaring,0.0004487037658691406,6094355,0.5,12188710,8657536,0.5,17315072
set,0.4859020709991455,6094355,0.5,12188710,8657536,0.5,17315072
set,0.48835039138793945,9273201,0.04,231830025,2367551,0.04,59188775
pyroaring,0.007997751235961914,9273201,0.04,231830025,2367551,0.04,59188775
cyroaring,0.03005385398864746,9273201,0.04,231830025,2367551,0.04,59188775
pyroaring,4.029273986816406e-05,1275873,0.999,1277150,4045457,0.999,4049506
set,0.10452055931091309,1275873,0.999,1277150,4045457,0.999,4049506
cyroaring,2.4557113647460938e-05,1275873,0.999,1277150,4045457,0.999,4049506
cyroaring,0.010162353515625,659954,0.01,65995400,8740823,0.01,874082300
set,0.5156586170196533,659954,0.01,65995400,8740823,0.01,874082300
pyroaring,0.008905172348022461,659954,0.01,65995400,8740823,0.01,874082300
pyroaring,0.007337331771850586,2935540,0.04,73388500,6802479,0.04,170061975
cyroaring,0.03481316566467285,2935540,0.04,73388500,6802479,0.04,170061975
set,0.5920393466949463,2935540,0.04,73388500,6802479,0.04,170061975
pyroaring,0.0015778541564941406,5830431,0.1,58304310,2404084,0.1,24040840
cyroaring,0.0014867782592773438,5830431,0.1,58304310,2404084,0.1,24040840
set,0.28690195083618164,5830431,0.1,58304310,2404084,0.1,24040840
pyroaring,7.987022399902344e-05,332119,0.5,664238,1720188,0.5,3440376
cyroaring,7.2479248046875e-05,332119,0.5,664238,1720188,0.5,3440376
set,0.06303834915161133,332119,0.5,664238,1720188,0.5,3440376
pyroaring,2.9802322387695312e-05,807974,0.999,808782,1080572,0.999,1081653
cyroaring,1.7881393432617188e-05,807974,0.999,808782,1080572,0.999,1081653
set,0.043483734130859375,807974,0.999,808782,1080572,0.999,1081653
cyroaring,0.002432107925415039,4517988,0.1,45179880,9258223,0.1,92582230
pyroaring,0.0025398731231689453,4517988,0.1,45179880,9258223,0.1,92582230
set,0.8246119022369385,4517988,0.1,45179880,9258223,0.1,92582230
cyroaring,0.00022935867309570312,219354,0.5,438708,6735302,0.5,13470604
set,0.15912389755249023,219354,0.5,438708,6735302,0.5,13470604
pyroaring,0.00021839141845703125,219354,0.5,438708,6735302,0.5,13470604
pyroaring,0.00047326087951660156,9698738,0.5,19397476,2737037,0.5,5474074
set,0.2864809036254883,9698738,0.5,19397476,2737037,0.5,5474074
cyroaring,0.00044417381286621094,9698738,0.5,19397476,2737037,0.5,5474074
pyroaring,0.0007760524749755859,1857023,0.1,18570230,2873730,0.1,28737300
set,0.26997900009155273,1857023,0.1,18570230,2873730,0.1,28737300
cyroaring,0.0008127689361572266,1857023,0.1,18570230,2873730,0.1,28737300
pyroaring,0.013257265090942383,7001282,0.04,175032050,6564562,0.04,164114050
cyroaring,0.07496023178100586,7001282,0.04,175032050,6564562,0.04,164114050
set,0.7844934463500977,7001282,0.04,175032050,6564562,0.04,164114050
cyroaring,0.0310516357421875,7157307,0.01,715730700,3309482,0.01,330948200
pyroaring,0.01158452033996582,7157307,0.01,715730700,3309482,0.01,330948200
set,0.4365122318267822,7157307,0.01,715730700,3309482,0.01,330948200
set,0.08078861236572266,89497,0.01,8949700,1524382,0.01,152438200
cyroaring,0.001543283462524414,89497,0.01,8949700,1524382,0.01,152438200
pyroaring,0.0010235309600830078,89497,0.01,8949700,1524382,0.01,152438200
set,0.15700316429138184,3109890,0.01,310989000,1182884,0.01,118288400
pyroaring,0.004460334777832031,3109890,0.01,310989000,1182884,0.01,118288400
cyroaring,0.012513399124145508,3109890,0.01,310989000,1182884,0.01,118288400
cyroaring,8.320808410644531e-05,777081,0.5,1554162,1945800,0.5,3891600
set,0.08592081069946289,777081,0.5,1554162,1945800,0.5,3891600
pyroaring,9.250640869140625e-05,777081,0.5,1554162,1945800,0.5,3891600
cyroaring,0.0017175674438476562,7557545,0.1,75575450,1738671,0.1,17386710
set,0.3579390048980713,7557545,0.1,75575450,1738671,0.1,17386710
pyroaring,0.001790761947631836,7557545,0.1,75575450,1738671,0.1,17386710
set,0.30338001251220703,9713204,0.5,19426408,3199959,0.5,6399918
cyroaring,0.0004703998565673828,9713204,0.5,19426408,3199959,0.5,6399918
pyroaring,0.00043892860412597656,9713204,0.5,19426408,3199959,0.5,6399918
set,0.3928208351135254,4527177,0.999,4531708,8519348,0.999,8527875
cyroaring,4.4345855712890625e-05,4527177,0.999,4531708,8519348,0.999,8527875
pyroaring,8.869171142578125e-05,4527177,0.999,4531708,8519348,0.999,8527875
cyroaring,0.0011398792266845703,3523403,0.1,35234030,3539990,0.1,35399900
pyroaring,0.0011603832244873047,3523403,0.1,35234030,3539990,0.1,35399900
set,0.38032078742980957,3523403,0.1,35234030,3539990,0.1,35399900
cyroaring,5.316734313964844e-05,8159619,0.999,8167786,6364630,0.999,6371001
pyroaring,0.000110626220703125,8159619,0.999,8167786,6364630,0.999,6371001
set,0.31390380859375,8159619,0.999,8167786,6364630,0.999,6371001
set,0.3891925811767578,2741032,0.04,68525800,4747365,0.04,118684125
pyroaring,0.00618743896484375,2741032,0.04,68525800,4747365,0.04,118684125
cyroaring,0.03197503089904785,2741032,0.04,68525800,4747365,0.04,118684125
set,0.07642745971679688,5251796,0.999,5257053,196654,0.999,196850
cyroaring,2.09808349609375e-05,5251796,0.999,5257053,196654,0.999,196850
pyroaring,2.6226043701171875e-05,5251796,0.999,5257053,196654,0.999,196850
set,0.07232522964477539,3437546,0.5,6875092,316590,0.5,633180
cyroaring,0.00015234947204589844,3437546,0.5,6875092,316590,0.5,633180
pyroaring,0.00015091896057128906,3437546,0.5,6875092,316590,0.5,633180
set,0.19842219352722168,6187259,0.04,154681475,146913,0.04,3672825
cyroaring,0.003589153289794922,6187259,0.04,154681475,146913,0.04,3672825
pyroaring,0.0025000572204589844,6187259,0.04,154681475,146913,0.04,3672825
cyroaring,0.09235882759094238,9938910,0.01,993891000,9616092,0.01,961609200
pyroaring,0.034838199615478516,9938910,0.01,993891000,9616092,0.01,961609200
set,0.9732015132904053,9938910,0.01,993891000,9616092,0.01,961609200
set,0.1447763442993164,3256498,0.999,3259757,2784404,0.999,2787191
cyroaring,2.8133392333984375e-05,3256498,0.999,3259757,2784404,0.999,2787191
pyroaring,6.0558319091796875e-05,3256498,0.999,3259757,2784404,0.999,2787191
set,0.4865593910217285,3141208,0.1,31412080,6024426,0.1,60244260
pyroaring,0.0016658306121826172,3141208,0.1,31412080,6024426,0.1,60244260
cyroaring,0.0015094280242919922,3141208,0.1,31412080,6024426,0.1,60244260
pyroaring,0.01974201202392578,5545243,0.01,554524300,9484380,0.01,948438000
cyroaring,0.05502963066101074,5545243,0.01,554524300,9484380,0.01,948438000
set,0.8331377506256104,5545243,0.01,554524300,9484380,0.01,948438000
set,0.09959053993225098,4872569,0.999,4877446,1263319,0.999,1264583
pyroaring,4.3392181396484375e-05,4872569,0.999,4877446,1263319,0.999,1264583
cyroaring,2.6941299438476562e-05,4872569,0.999,4877446,1263319,0.999,1264583
pyroaring,0.002908468246459961,2994266,0.04,74856650,1105135,0.04,27628375
cyroaring,0.013185977935791016,2994266,0.04,74856650,1105135,0.04,27628375
set,0.14900732040405273,2994266,0.04,74856650,1105135,0.04,27628375
set,0.833665132522583,5908952,0.1,59089520,9757988,0.1,97579880
cyroaring,0.002632617950439453,5908952,0.1,59089520,9757988,0.1,97579880
pyroaring,0.0027310848236083984,5908952,0.1,59089520,9757988,0.1,97579880
cyroaring,0.016315460205078125,1750791,0.01,175079100,3599614,0.01,359961400
pyroaring,0.006238698959350586,1750791,0.01,175079100,3599614,0.01,359961400
set,0.288102388381958,1750791,0.01,175079100,3599614,0.01,359961400
set,0.14332199096679688,2800879,0.04,70021975,975261,0.04,24381525
cyroaring,0.011746883392333984,2800879,0.04,70021975,975261,0.04,24381525
pyroaring,0.002667665481567383,2800879,0.04,70021975,975261,0.04,24381525
pyroaring,4.410743713378906e-05,1256510,0.999,1257767,7300362,0.999,7307669
cyroaring,2.6226043701171875e-05,1256510,0.999,1257767,7300362,0.999,7307669
set,0.16948390007019043,1256510,0.999,1257767,7300362,0.999,7307669
set,0.6862351894378662,7457695,0.01,745769500,4599503,0.01,459950300
pyroaring,0.014563560485839844,7457695,0.01,745769500,4599503,0.01,459950300
cyroaring,0.04197835922241211,7457695,0.01,745769500,4599503,0.01,459950300
pyroaring,0.010356903076171875,4910533,0.04,122763325,6522681,0.04,163067025
set,0.695239782333374,4910533,0.04,122763325,6522681,0.04,163067025
cyroaring,0.05652260780334473,4910533,0.04,122763325,6522681,0.04,163067025
pyroaring,0.002120494842529297,7506790,0.1,75067900,5106114,0.1,51061140
cyroaring,0.0021059513092041016,7506790,0.1,75067900,5106114,0.1,51061140
set,0.6725108623504639,7506790,0.1,75067900,5106114,0.1,51061140
cyroaring,0.03858351707458496,4360551,0.01,436055100,5386806,0.01,538680600
set,0.43906378746032715,4360551,0.01,436055100,5386806,0.01,538680600
pyroaring,0.012914896011352539,4360551,0.01,436055100,5386806,0.01,538680600
cyroaring,0.0011746883392333984,5375585,0.1,53755850,1259629,0.1,12596290
pyroaring,0.0012514591217041016,5375585,0.1,53755850,1259629,0.1,12596290
set,0.2532930374145508,5375585,0.1,53755850,1259629,0.1,12596290
pyroaring,0.01608896255493164,4815538,0.01,481553800,9441452,0.01,944145200
cyroaring,0.04780769348144531,4815538,0.01,481553800,9441452,0.01,944145200
set,0.8422763347625732,4815538,0.01,481553800,9441452,0.01,944145200
set,0.6224203109741211,1370712,0.04,34267800,9282825,0.04,232070625
pyroaring,0.005516767501831055,1370712,0.04,34267800,9282825,0.04,232070625
cyroaring,0.01817917823791504,1370712,0.04,34267800,9282825,0.04,232070625
cyroaring,0.002396106719970703,9247793,0.1,92477930,4774584,0.1,47745840
set,0.6639702320098877,9247793,0.1,92477930,4774584,0.1,47745840
pyroaring,0.002504587173461914,9247793,0.1,92477930,4774584,0.1,47745840
set,0.5120787620544434,2793376,0.04,69834400,5649744,0.04,141243600
cyroaring,0.03277850151062012,2793376,0.04,69834400,5649744,0.04,141243600
pyroaring,0.0065920352935791016,2793376,0.04,69834400,5649744,0.04,141243600
set,0.6329436302185059,3880743,0.01,388074300,7134337,0.01,713433700
pyroaring,0.012817144393920898,3880743,0.01,388074300,7134337,0.01,713433700
cyroaring,0.0360562801361084,3880743,0.01,388074300,7134337,0.01,713433700
cyroaring,4.649162292480469e-05,9226364,0.999,9235599,3695217,0.999,3698915
pyroaring,7.963180541992188e-05,9226364,0.999,9235599,3695217,0.999,3698915
set,0.2060682773590088,9226364,0.999,9235599,3695217,0.999,3698915
cyroaring,0.028441190719604492,3045700,0.01,304570000,6524345,0.01,652434500
set,0.5725650787353516,3045700,0.01,304570000,6524345,0.01,652434500
pyroaring,0.010984659194946289,3045700,0.01,304570000,6524345,0.01,652434500
cyroaring,0.054778099060058594,8924036,0.01,892403600,5425039,0.01,542503900
pyroaring,0.016836166381835938,8924036,0.01,892403600,5425039,0.01,542503900
set,0.6567788124084473,8924036,0.01,892403600,5425039,0.01,542503900
cyroaring,1.9788742065429688e-05,2350429,0.999,2352781,944710,0.999,945655
pyroaring,3.24249267578125e-05,2350429,0.999,2352781,944710,0.999,945655
set,0.054407596588134766,2350429,0.999,2352781,944710,0.999,945655
cyroaring,0.001310110092163086,6084572,0.1,60845720,1298952,0.1,12989520
set,0.22556519508361816,6084572,0.1,60845720,1298952,0.1,12989520
pyroaring,0.0014164447784423828,6084572,0.1,60845720,1298952,0.1,12989520
set,0.05534696578979492,745632,0.999,746378,1790699,0.999,1792491
pyroaring,2.9325485229492188e-05,745632,0.999,746378,1790699,0.999,1792491
cyroaring,1.6450881958007812e-05,745632,0.999,746378,1790699,0.999,1792491
pyroaring,2.8848648071289062e-05,7469855,0.999,7477332,311742,0.999,312054
set,0.09280896186828613,7469855,0.999,7477332,311742,0.999,312054
cyroaring,2.7418136596679688e-05,7469855,0.999,7477332,311742,0.999,312054
cyroaring,2.0265579223632812e-05,75030,0.999,75105,4971046,0.999,4976022
pyroaring,2.6464462280273438e-05,75030,0.999,75105,4971046,0.999,4976022
set,0.07204842567443848,75030,0.999,75105,4971046,0.999,4976022
cyroaring,0.0019307136535644531,6125095,0.1,61250950,6540175,0.1,65401750
set,0.5782718658447266,6125095,0.1,61250950,6540175,0.1,65401750
pyroaring,0.002031087875366211,6125095,0.1,61250950,6540175,0.1,65401750
set,0.03242039680480957,210450,0.1,2104500,459952,0.1,4599520
pyroaring,9.72747802734375e-05,210450,0.1,2104500,459952,0.1,4599520
cyroaring,9.751319885253906e-05,210450,0.1,2104500,459952,0.1,4599520
cyroaring,3.314018249511719e-05,6947765,0.999,6954719,2103384,0.999,2105489
set,0.12952971458435059,6947765,0.999,6954719,2103384,0.999,2105489
pyroaring,5.5789947509765625e-05,6947765,0.999,6954719,2103384,0.999,2105489
pyroaring,0.00922250747680664,3662745,0.04,91568625,9327747,0.04,233193675
set,0.7052028179168701,3662745,0.04,91568625,9327747,0.04,233193675
cyroaring,0.04445481300354004,3662745,0.04,91568625,9327747,0.04,233193675
cyroaring,4.6253204345703125e-05,7040064,0.999,7047111,5334595,0.999,5339934
set,0.2772843837738037,7040064,0.999,7047111,5334595,0.999,5339934
pyroaring,9.72747802734375e-05,7040064,0.999,7047111,5334595,0.999,5339934
cyroaring,3.0994415283203125e-05,7251599,0.999,7258857,1478611,0.999,1480091
set,0.12096786499023438,7251599,0.999,7258857,1478611,0.999,1480091
pyroaring,4.7206878662109375e-05,7251599,0.999,7258857,1478611,0.999,1480091
pyroaring,0.0003402233123779297,7119287,0.5,14238574,4478205,0.5,8956410
set,0.41974472999572754,7119287,0.5,14238574,4478205,0.5,8956410
cyroaring,0.0003299713134765625,7119287,0.5,14238574,4478205,0.5,8956410
cyroaring,0.01966571807861328,4257997,0.04,106449925,1635511,0.04,40887775
pyroaring,0.004191160202026367,4257997,0.04,106449925,1635511,0.04,40887775
set,0.2518641948699951,4257997,0.04,106449925,1635511,0.04,40887775
set,0.26977086067199707,4522130,0.01,452213000,1784921,0.01,178492100
pyroaring,0.006710529327392578,4522130,0.01,452213000,1784921,0.01,178492100
cyroaring,0.016953706741333008,4522130,0.01,452213000,1784921,0.01,178492100
set,0.8538839817047119,8523427,0.04,213085675,8782681,0.04,219567025
cyroaring,0.09935188293457031,8523427,0.04,213085675,8782681,0.04,219567025
pyroaring,0.017175674438476562,8523427,0.04,213085675,8782681,0.04,219567025
set,0.2597332000732422,7852635,0.999,7860495,4033705,0.999,4037742
pyroaring,8.225440979003906e-05,7852635,0.999,7860495,4033705,0.999,4037742
cyroaring,4.57763671875e-05,7852635,0.999,7860495,4033705,0.999,4037742
set,0.6280498504638672,7301538,0.01,730153800,4715781,0.01,471578100
pyroaring,0.014724016189575195,7301538,0.01,730153800,4715781,0.01,471578100
cyroaring,0.0429539680480957,7301538,0.01,730153800,4715781,0.01,471578100
cyroaring,0.009759187698364258,712642,0.01,71264200,7685973,0.01,768597300
pyroaring,0.006544351577758789,712642,0.01,71264200,7685973,0.01,768597300
set,0.4970362186431885,712642,0.01,71264200,7685973,0.01,768597300
set,0.30031442642211914,5682038,0.999,5687725,9018560,0.999,9027587
cyroaring,5.0067901611328125e-05,5682038,0.999,5687725,9018560,0.999,9027587
pyroaring,0.00010180473327636719,5682038,0.999,5687725,9018560,0.999,9027587
pyroaring,9.179115295410156e-05,4946047,0.999,4950997,9917478,0.999,9927405
set,0.28875112533569336,4946047,0.999,4950997,9917478,0.999,9927405
cyroaring,4.6253204345703125e-05,4946047,0.999,4950997,9917478,0.999,9927405
set,0.6701705455780029,2787106,0.01,278710600,7494764,0.01,749476400
cyroaring,0.029239654541015625,2787106,0.01,278710600,7494764,0.01,749476400
pyroaring,0.011255264282226562,2787106,0.01,278710600,7494764,0.01,749476400
pyroaring,0.012275457382202148,5537145,0.04,138428625,9345063,0.04,233626575
set,0.8475275039672852,5537145,0.04,138428625,9345063,0.04,233626575
cyroaring,0.0643167495727539,5537145,0.04,138428625,9345063,0.04,233626575
set,0.25762200355529785,4308469,0.999,4312781,7307094,0.999,7314408
cyroaring,4.220008850097656e-05,4308469,0.999,4312781,7307094,0.999,7314408
pyroaring,8.463859558105469e-05,4308469,0.999,4312781,7307094,0.999,7314408
pyroaring,0.0032739639282226562,6012589,0.04,150314725,687526,0.04,17188150
set,0.21989178657531738,6012589,0.04,150314725,687526,0.04,17188150
cyroaring,0.009590625762939453,6012589,0.04,150314725,687526,0.04,17188150
pyroaring,0.014901161193847656,7136436,0.04,178410900,9341856,0.04,233546400
set,0.9156155586242676,7136436,0.04,178410900,9341856,0.04,233546400
cyroaring,0.08436775207519531,7136436,0.04,178410900,9341856,0.04,233546400
pyroaring,0.015938282012939453,9451591,0.01,945159100,4518604,0.01,451860400
cyroaring,0.043682098388671875,9451591,0.01,945159100,4518604,0.01,451860400
set,0.6235971450805664,9451591,0.01,945159100,4518604,0.01,451860400
set,0.2826213836669922,9190974,0.5,18381948,2725748,0.5,5451496
pyroaring,0.00041294097900390625,9190974,0.5,18381948,2725748,0.5,5451496
cyroaring,0.0004286766052246094,9190974,0.5,18381948,2725748,0.5,5451496
cyroaring,5.555152893066406e-05,7299116,0.999,7306422,7998132,0.999,8006138
set,0.330425500869751,7299116,0.999,7306422,7998132,0.999,8006138
pyroaring,0.00011801719665527344,7299116,0.999,7306422,7998132,0.999,8006138
set,0.8575665950775146,9128360,0.01,912836000,8400650,0.01,840065000
cyroaring,0.08059811592102051,9128360,0.01,912836000,8400650,0.01,840065000
pyroaring,0.030853986740112305,9128360,0.01,912836000,8400650,0.01,840065000
set,0.5265910625457764,1001202,0.01,100120200,8043595,0.01,804359500
pyroaring,0.007445096969604492,1001202,0.01,100120200,8043595,0.01,804359500
cyroaring,0.012385845184326172,1001202,0.01,100120200,8043595,0.01,804359500
cyroaring,0.025338172912597656,2500345,0.01,250034500,7996495,0.01,799649500
pyroaring,0.010849237442016602,2500345,0.01,250034500,7996495,0.01,799649500
set,0.6174685955047607,2500345,0.01,250034500,7996495,0.01,799649500
pyroaring,9.775161743164062e-05,7040082,0.999,7047129,5371513,0.999,5376889
cyroaring,4.696846008300781e-05,7040082,0.999,7047129,5371513,0.999,5376889
set,0.27980589866638184,7040082,0.999,7047129,5371513,0.999,5376889
set,0.15810108184814453,2552889,0.5,5105778,3008352,0.5,6016704
pyroaring,0.00016021728515625,2552889,0.5,5105778,3008352,0.5,6016704
cyroaring,0.00018024444580078125,2552889,0.5,5105778,3008352,0.5,6016704
set,0.7879595756530762,7233572,0.01,723357200,7801590,0.01,780159000
cyroaring,0.06330466270446777,7233572,0.01,723357200,7801590,0.01,780159000
pyroaring,0.019907236099243164,7233572,0.01,723357200,7801590,0.01,780159000
cyroaring,4.38690185546875e-05,9398781,0.999,9408189,2956848,0.999,2959807
pyroaring,7.367134094238281e-05,9398781,0.999,9408189,2956848,0.999,2959807
set,0.2027592658996582,9398781,0.999,9408189,2956848,0.999,2959807
set,0.4037659168243408,4142280,0.01,414228000,4033827,0.01,403382700
pyroaring,0.011839628219604492,4142280,0.01,414228000,4033827,0.01,403382700
cyroaring,0.03533291816711426,4142280,0.01,414228000,4033827,0.01,403382700
cyroaring,0.004514932632446289,8875091,0.01,887509100,1165,0.01,116500
pyroaring,0.006002902984619141,8875091,0.01,887509100,1165,0.01,116500
set,0.3436245918273926,8875091,0.01,887509100,1165,0.01,116500
cyroaring,0.008815288543701172,933685,0.01,93368500,2104315,0.01,210431500
set,0.1554725170135498,933685,0.01,93368500,2104315,0.01,210431500
pyroaring,0.003262758255004883,933685,0.01,93368500,2104315,0.01,210431500
set,0.3426077365875244,8266002,0.1,82660020,1363920,0.1,13639200
pyroaring,0.0018889904022216797,8266002,0.1,82660020,1363920,0.1,13639200
cyroaring,0.0017571449279785156,8266002,0.1,82660020,1363920,0.1,13639200
cyroaring,0.053229331970214844,5338321,0.04,133458025,4568613,0.04,114215325
set,0.4539811611175537,5338321,0.04,133458025,4568613,0.04,114215325
pyroaring,0.009403705596923828,5338321,0.04,133458025,4568613,0.04,114215325
set,1.1125876903533936,8189139,0.1,81891390,9583273,0.1,95832730
pyroaring,0.0029630661010742188,8189139,0.1,81891390,9583273,0.1,95832730
cyroaring,0.0028247833251953125,8189139,0.1,81891390,9583273,0.1,95832730
set,0.25180721282958984,4035991,0.999,4040031,9739498,0.999,9749247
cyroaring,4.291534423828125e-05,4035991,0.999,4040031,9739498,0.999,9749247
pyroaring,8.96453857421875e-05,4035991,0.999,4040031,9739498,0.999,9749247
cyroaring,0.08894634246826172,7692765,0.04,192319125,8746299,0.04,218657475
pyroaring,0.01580214500427246,7692765,0.04,192319125,8746299,0.04,218657475
set,0.8931963443756104,7692765,0.04,192319125,8746299,0.04,218657475
set,0.6746442317962646,5400275,0.04,135006875,6544980,0.04,163624500
pyroaring,0.011206865310668945,5400275,0.04,135006875,6544980,0.04,163624500
cyroaring,0.062293052673339844,5400275,0.04,135006875,6544980,0.04,163624500
pyroaring,0.00012946128845214844,7522414,0.999,7529943,8906697,0.999,8915612
set,0.34694766998291016,7522414,0.999,7529943,8906697,0.999,8915612
cyroaring,5.7220458984375e-05,7522414,0.999,7529943,8906697,0.999,8915612
set,0.3458893299102783,854619,0.04,21365475,5621104,0.04,140527600
pyroaring,0.0033893585205078125,854619,0.04,21365475,5621104,0.04,140527600
cyroaring,0.011312484741210938,854619,0.04,21365475,5621104,0.04,140527600
cyroaring,0.010323524475097656,675824,0.01,67582400,9061754,0.01,906175400
pyroaring,0.007517576217651367,675824,0.01,67582400,9061754,0.01,906175400
set,0.5502557754516602,675824,0.01,67582400,9061754,0.01,906175400
cyroaring,0.0003185272216796875,6041776,0.5,12083552,4448288,0.5,8896576
pyroaring,0.0002899169921875,6041776,0.5,12083552,4448288,0.5,8896576
set,0.2675037384033203,6041776,0.5,12083552,4448288,0.5,8896576
pyroaring,0.00040078163146972656,8556508,0.5,17113016,4293372,0.5,8586744
cyroaring,0.0003960132598876953,8556508,0.5,17113016,4293372,0.5,8586744
set,0.3427104949951172,8556508,0.5,17113016,4293372,0.5,8586744
set,0.6340053081512451,9212300,0.01,921230000,4970308,0.01,497030800
cyroaring,0.04787850379943848,9212300,0.01,921230000,4970308,0.01,497030800
pyroaring,0.01619744300842285,9212300,0.01,921230000,4970308,0.01,497030800
pyroaring,0.0054607391357421875,6428870,0.04,160721750,1943135,0.04,48578375
set,0.31525611877441406,6428870,0.04,160721750,1943135,0.04,48578375
cyroaring,0.023671627044677734,6428870,0.04,160721750,1943135,0.04,48578375
cyroaring,0.0016524791717529297,7320073,0.1,73200730,1976235,0.1,19762350
pyroaring,0.001828908920288086,7320073,0.1,73200730,1976235,0.1,19762350
set,0.35665464401245117,7320073,0.1,73200730,1976235,0.1,19762350
set,0.2975296974182129,5483680,0.04,137092000,1664738,0.04,41618450
pyroaring,0.0047016143798828125,5483680,0.04,137092000,1664738,0.04,41618450
cyroaring,0.020198583602905273,5483680,0.04,137092000,1664738,0.04,41618450
set,0.3101184368133545,9653361,0.999,9663024,8818875,0.999,8827702
pyroaring,0.00014543533325195312,9653361,0.999,9663024,8818875,0.999,8827702
cyroaring,6.461143493652344e-05,9653361,0.999,9663024,8818875,0.999,8827702
pyroaring,0.0003523826599121094,5957797,0.5,11915594,6991243,0.5,13982486
set,0.4516632556915283,5957797,0.5,11915594,6991243,0.5,13982486
cyroaring,0.00036334991455078125,5957797,0.5,11915594,6991243,0.5,13982486
pyroaring,0.013943195343017578,4597094,0.01,459709400,6565792,0.01,656579200
cyroaring,0.04115653038024902,4597094,0.01,459709400,6565792,0.01,656579200
set,0.546130895614624,4597094,0.01,459709400,6565792,0.01,656579200
cyroaring,0.0018534660339355469,3258664,0.1,32586640,7168990,0.1,71689900
pyroaring,0.001851797103881836,3258664,0.1,32586640,7168990,0.1,71689900
set,0.6244087219238281,3258664,0.1,32586640,7168990,0.1,71689900
set,0.820054292678833,6893279,0.04,172331975,7607058,0.04,190176450
pyroaring,0.013848304748535156,6893279,0.04,172331975,7607058,0.04,190176450
cyroaring,0.07884073257446289,6893279,0.04,172331975,7607058,0.04,190176450
