time,large1,dense1,large2,dense2,copy_on_write,run_containers,amalgamation,gcc_optimization,avx_enabled,size1,universe1,size2,universe2
0.00351095,True,False,True,False,False,False,True,True,True,1048585,67109447,1048579,67109060
1.097e-05,False,True,False,True,False,False,True,False,False,134,211,118,186
5.96e-06,False,True,False,False,False,True,False,True,True,121,185,128,8195
8.11e-06,False,True,False,True,False,True,True,False,True,126,192,134,207
0.01965213,True,False,True,False,False,True,True,False,False,1048566,67108226,1048577,67108933
0.00076103,False,False,True,False,False,False,False,False,True,134,8578,1048578,67108995
0.01966786,True,False,True,False,False,True,True,False,True,1048572,67108611,1048568,67108361
8.82e-06,False,True,False,False,True,True,True,True,False,122,183,122,7808
7.87e-06,False,True,False,True,True,False,False,False,False,137,213,134,204
4.482e-05,False,False,True,False,True,False,True,False,True,120,7688,1048569,67108425
8.11e-06,True,True,False,False,True,True,True,True,False,1048566,1572854,118,7554
8.893e-05,True,True,False,True,False,False,True,False,True,1048585,1572881,125,188
0.00079322,False,False,True,False,False,True,False,True,True,121,7753,1048568,67108360
6.91e-06,False,False,False,False,True,False,False,False,False,127,8134,129,8259
5.96e-06,False,False,False,True,True,False,False,True,False,127,8130,124,186
0.00965786,True,False,True,False,False,True,False,True,False,1048569,67108421,1048576,67108869
0.00341511,True,False,True,False,True,True,False,True,True,1048574,67108741,1048568,67108353
8.11e-06,False,False,False,False,True,True,True,True,False,123,7872,129,8256
0.00344706,True,False,True,False,False,False,True,True,False,1048579,67109056,1048572,67108617
4.387e-05,False,True,True,False,True,True,False,True,True,124,192,1048577,67108928
8.202e-05,True,True,False,True,False,True,True,False,False,1048568,1572856,128,196
1.001e-05,True,True,False,False,True,False,True,True,True,1048568,1572855,137,8775
6.413e-05,True,True,False,True,False,True,True,True,True,1048567,1572856,122,191
1.192e-05,True,True,False,True,True,False,True,True,False,1048574,1572865,127,200
7.701e-05,True,True,True,True,False,True,True,True,False,1048570,1572860,1048579,1572876
0.00018001,True,True,True,True,True,True,False,False,False,1048579,1572874,1048570,1572861
5.01e-06,True,True,False,False,True,True,True,True,True,1048570,1572855,122,7809
7.15e-06,False,True,True,True,True,False,False,False,True,127,198,1048572,1572863
0.00077605,False,False,True,False,False,False,True,False,True,121,7749,1048568,67108359
0.00016594,True,False,True,True,True,False,False,True,False,1048569,67108423,1048578,1572877
6.986e-05,False,True,True,True,False,True,True,True,False,136,208,1048581,1572879
0.01892614,True,False,True,False,False,False,False,False,False,1048567,67108289,1048586,67109506
4.697e-05,True,False,False,True,True,False,False,False,True,1048586,67109511,135,209
0.00077701,False,False,True,False,False,False,False,False,False,133,8515,1048581,67109191
0.00013494,True,True,True,False,True,True,False,True,True,1048579,1572868,1048570,67108482
1.001e-05,False,False,False,True,True,True,False,False,True,135,8644,129,198
4.411e-05,False,True,True,False,True,True,False,True,False,130,202,1048577,67108932
1.192e-05,False,True,False,True,True,False,True,False,True,122,187,134,206
0.00073004,True,False,False,False,False,True,True,True,True,1048573,67108677,119,7624
1.001e-05,False,False,False,True,False,True,False,False,False,124,7946,125,189
0.00087285,True,False,True,True,False,True,False,True,True,1048579,67109066,1048570,1572857
0.00075102,False,False,True,False,False,False,True,True,True,132,8450,1048571,67108544
0.01965404,True,False,True,False,True,False,False,False,True,1048578,67108999,1048570,67108480
0.00074387,True,False,False,True,False,False,True,False,False,1048574,67108744,133,199
7.105e-05,True,True,False,True,False,False,False,True,False,1048582,1572881,132,198
3.6e-05,False,True,True,False,True,False,False,True,True,127,191,1048574,67108739
0.00075102,False,False,True,False,False,False,False,True,False,123,7876,1048584,67109382
4.911e-05,True,False,False,False,True,False,True,False,False,1048567,67108289,125,8007
0.02020001,True,False,True,False,False,False,False,False,True,1048566,67108230,1048575,67108803
8.11e-06,True,True,False,True,True,True,True,True,False,1048568,1572858,119,187
1.407e-05,False,False,True,True,True,False,False,True,True,137,8772,1048579,1572873
1.001e-05,False,True,True,True,True,False,True,True,False,119,180,1048571,1572864
0.000741,True,False,False,True,False,False,True,True,False,1048585,67109445,125,196
0.00099993,True,True,True,False,False,True,False,False,False,1048581,1572878,1048568,67108357
5.01e-06,False,False,False,False,True,False,False,True,True,132,8457,126,8071
0.00079513,False,True,True,False,False,True,False,False,False,123,190,1048576,67108865
1.311e-05,False,True,True,True,True,True,True,False,False,132,199,1048578,1572869
6.604e-05,False,False,True,True,False,True,False,True,True,125,8009,1048569,1572855
4.101e-05,True,False,False,True,True,True,True,True,True,1048570,67108483,125,188
5.96e-06,True,True,False,False,True,False,True,True,False,1048579,1572869,132,8448
0.00023913,True,True,True,True,True,False,True,False,False,1048581,1572881,1048584,1572882
0.00076318,True,False,False,False,False,False,True,True,True,1048575,67108801,134,8581
0.00076413,True,False,False,True,False,True,True,True,False,1048577,67108935,119,188
7.15e-06,True,True,False,False,True,True,False,True,False,1048571,1572862,127,8133
5.01e-06,False,False,False,True,True,False,False,True,True,123,7873,136,211
7.87e-06,False,False,False,True,True,False,False,False,True,120,7683,130,198
0.00077391,True,False,False,False,False,False,True,False,False,1048575,67108803,132,8452
4.101e-05,False,False,True,False,True,False,True,True,True,126,8072,1048581,67109184
6.199e-05,True,True,False,True,False,True,False,True,False,1048585,1572884,135,211
